Nomor,Nomor Identitias,Badan Usaha,Nama Stasiun,Skema SPKLU,Provinsi,Kabupaten / Kota,Alamat,Latitude,Longitude,Tanggal Pengajuan,Tanggal Verifikasi,Status Terintegrasi,Total Transaksi,Total Konsumsi Listrik,Total Pendapatan
1519,01.POSO.00.1871.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 TANJUNG KARANG,POSO,Lampung,KOTA BANDAR LAMPUNG,"Jl. Diponegoro No.14, Gotong Royong, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35213",-5.423943,105.25817,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1520,01.POSO.00.1802.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 116 A LAMPUNG TENGAH,POSO,Lampung,KAB. LAMPUNG TENGAH,"SPKLU Rest Area km 116 A, Bumi Ratu Nuban, Lampung Tengah",-5.091014,105.210534,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1521,01.POSO.00.1802.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 116 A LAMPUNG TENGAH,POSO,Lampung,KAB. LAMPUNG TENGAH,"SPKLU Rest Area km 116 A, Bumi Ratu Nuban, Lampung Tengah",-5.091014,105.210534,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1522,01.POSO.00.1802.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 116 B LAMPUNG TENGAH,POSO,Lampung,KAB. LAMPUNG TENGAH,"SPKLU Rest Area km 116 B, Bumi Ratu Nuban, Lampung Tengah",-5.090063,105.213366,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1523,01.POSO.00.1802.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 116 B LAMPUNG TENGAH,POSO,Lampung,KAB. LAMPUNG TENGAH,"SPKLU Rest Area km 116 B, Bumi Ratu Nuban, Lampung Tengah",-5.090063,105.213366,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1524,01.POSO.00.1801.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 49 B Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"Jl. Tol Bakauheni - Terbanggi Besar, Karya Mulya Sari, Kec. Candipuro, Kabupaten Lampung Selatan, Lampung 35356",-5.516584,105.521447,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1525,01.POSO.00.1801.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 49 B Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"Jl. Tol Bakauheni - Terbanggi Besar, Karya Mulya Sari, Kec. Candipuro, Kabupaten Lampung Selatan, Lampung 35356",-5.516584,105.521447,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1526,01.POSO.00.1805.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 208 A Tol Terpeka,POSO,Lampung,KAB. TULANG BAWANG,"Rest Area KM 208 A Tol Terpeka, Warga Indah Jaya, Kec. Banjar Agung, Kab. Tulang Bawang, Lampung 34684",-4.297062,105.159829,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1527,01.POSO.00.1812.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 215 B Tol Terpeka,POSO,Lampung,KAB. TULANG BAWANG BARAT,"Rest Area KM 208 A Tol Terpeka, Bakauheni - Kayu Agung Rd, Mulya Sari, Gunung Agung, West Tulang Bawang Regency, Lampung 34684",-4.24919,105.139001,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1528,01.POSO.00.1811.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 234 A Bakauheni - Kayu Agung,POSO,Lampung,KAB. MESUJI,"Rest Area 234A, Way Serdang, Mesuji, Lampung",-4.081199,105.15887,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1529,01.POSO.00.1811.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 234 A Bakauheni - Kayu Agung,POSO,Lampung,KAB. MESUJI,"Rest Area 234A, Way Serdang, Mesuji, Lampung",-4.081199,105.15887,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1530,01.POSO.00.1801.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 33 B Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"Rest Area KM 33 B Tol Bakauheni-Terbanggi Besar, Suka Tani, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551",-5.651799,105.584111,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1531,01.POSO.00.1801.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar, Fajar Baru, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung",-5.319628,105.266424,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1532,01.POSO.00.1801.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"Rest Area KM 87 A Tol Bakauheni-Terbanggi Besar, Fajar Baru, Kec. Jati Agung, Kabupaten Lampung Selatan, Lampung",-5.319628,105.266424,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1533,01.POSO.00.1801.011,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 33 A Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"Rest Area KM 33 A Tol Bakauheni-Terbanggi Besar, Suka Tani, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551",-5.653042,105.584042,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1534,01.POSO.00.1801.012,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 67 A Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"SPKLU REST AREA KM 67 A Tol Bakauheni-Terbanggi Besar,Serdang, Kec. Tj. Bintang, Kabupaten Lampung Selatan, Lampung 35361",-5.425505,105.398767,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1535,01.POSO.00.1801.013,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 67 B Tol Bakauheni-Terbanggi Besar,POSO,Lampung,KAB. LAMPUNG SELATAN,"SPKLU REST AREA KM 67 B Tol Bakauheni-Terbanggi Besar,Serdang, Kec. Tj. Bintang, Kabupaten Lampung Selatan, Lampung 35361",-5.42433,105.399126,9/9/2024 17:26,9/24/2024 11:28,Ya,,,
1536,01.POSO.00.1173.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 LHOKSEUMAWE,POSO,Aceh,KOTA LHOKSEUMAWE,"Jl. Merdeka No.2, Cunda, Lhokseumawe, Aceh",5.169486,97.134285,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1537,01.POSO.00.1107.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SIGLI,POSO,Aceh,KAB. PIDIE,"Jl. Tgk. Chik Di Tiro No.14, Aceh 24114",5.380019,95.955605,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1538,01.POSO.00.1111.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BIREUEN,POSO,Aceh,KAB. BIREUEN,"Jalan Medan - Banda Aceh Cot Gapu, Geulanggang Baro, Kec. Kota Juang, Kabupaten Bireuen, Aceh 24261",5.204269,96.718157,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1539,01.POSO.00.1111.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BIREUEN,POSO,Aceh,KAB. BIREUEN,"Jalan Medan - Banda Aceh Cot Gapu, Geulanggang Baro, Kec. Kota Juang, Kabupaten Bireuen, Aceh 24261",5.204269,96.718157,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1540,01.POSO.00.1111.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SAMALANGA,POSO,Aceh,KAB. BIREUEN,"Jl. Matang-Samalanga, Meunasah Lueng, Kec. Samalanga, Kabupaten Bireuen, Aceh",5.194757,96.367119,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1541,01.POSO.00.1108.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PANTON LABU,POSO,Aceh,KAB. ACEH UTARA,"Kota Panton Labu, Tanah Jambo Aye, Kabupaten Aceh Utara, Aceh 24394",5.115908,97.458062,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1542,01.POSO.00.1114.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP CALANG,POSO,Aceh,KAB. ACEH JAYA,"Desa Bahagia, Kec. Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23655",4.635927,95.582328,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1543,01.POSO.00.1115.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP JEURAM,POSO,Aceh,KAB. NAGAN RAYA,"Desa Simpang Peut, Kec. Kuala, Kabupaten Nagan Raya, Aceh 23681",4.120406,96.291191,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1544,01.POSO.00.1115.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TEUNOM,POSO,Aceh,KAB. NAGAN RAYA,"Desa Panton, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653",4.444609,95.813195,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1545,01.POSO.00.1114.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KORDA ALUE BILIE,POSO,Aceh,KAB. ACEH JAYA,"Desa Tuwi Buya, Kec. Darul Makmur, Kabupaten Nagan Raya, Aceh 23662",3.988031,96.517279,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1546,01.POSO.00.1114.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KORDA LAMNO,POSO,Aceh,KAB. ACEH JAYA,"Desa Bak Paoh, Kec. Jaya, Kabupaten Aceh Jaya, Aceh 23657",5.092254,95.371645,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1547,01.POSO.00.1105.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MEULABOH KOTA,POSO,Aceh,KAB. ACEH BARAT,"Jl. Geureute I, Kuta Padang, Kec. Johan Pahlawan, Kab. Aceh Barat, Aceh",4.146271,96.126574,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1548,01.POSO.00.1105.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN PLTD SEUNEUBOK,POSO,Aceh,KAB. ACEH BARAT,"Meulaboh, Seuneubok, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23617",4.17159,96.114988,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1549,01.POSO.00.1175.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SUBULUSSALAM,POSO,Aceh,KOTA SUBULUSSALAM,"Jl. Cut meutia rimo, Penanggalan, Kec. Penanggalan, Kota Subulussalam, Aceh 24783",2.630613,98.018692,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1550,01.POSO.00.1112.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BLANG PIDIE,POSO,Aceh,KAB. ACEH BARAT DAYA,"Desa Pantai Perak, Susoh, Kabupaten Aceh Barat Daya, Aceh 237633",3.730415,96.825926,9/9/2024 17:39,9/24/2024 11:28,Ya,,,
1551,01.POSO.00.1101.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU ULP TAPAK TUAN,POSO,Aceh,KAB. ACEH SELATAN,"Desa Jambo Apha, Kecamatan Tapak Tuan, Kabupaten Aceh Selatan, Aceh 23715",3.263027,97.180194,9/9/2024 17:39,9/24/2024 11:28,Tidak,,,
1552,01.POSO.00.1217.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PANGURURAN,POSO,Sumatera Utara,KAB. SAMOSIR,"Jl. Kejaksan, Kabupaten Samosir, Sumatera Utara 22392",2.607739,98.695634,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1553,01.PPOO.00.1271.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN HVT Amir Hamzah,PPOO,Sumatera Utara,KOTA MEDAN,Jl. T. Amir Hamzah 71 Medan,3.608077,98.649114,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1554,01.POSO.00.1275.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 BINJAI,POSO,Sumatera Utara,KOTA BINJAI,"Jl. Tengku Amir Hamzah No.37, Pahlawan, Kec. Binjai Utara, Kota Binjai, Sumatera Utara 20748",3.614462,98.495651,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1555,01.POSO.00.1275.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 BINJAI,POSO,Sumatera Utara,KOTA BINJAI,"Jl. Tengku Amir Hamzah No.37, Pahlawan, Kec. Binjai Utara, Kota Binjai, Sumatera Utara 20748",3.614462,98.495651,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1556,01.POSO.00.1272.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 PEMATANGSIANTAR,POSO,Sumatera Utara,KOTA PEMATANG SIANTAR,"Jl. Kapten M.H. Sitorus No.1, Proklamasi, Kec. Siantar Bar., Kota Pematang Siantar, Sumatera Utara 21117",2.957434,99.056504,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1557,01.POSO.00.1271.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MEDAN BARU,POSO,Sumatera Utara,KOTA MEDAN,"Jl. Sei Batu Gingging Ps. X, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154",3.574005,98.656923,9/9/2024 17:42,9/27/2024 10:18,Tidak,,,
1558,01.POSO.00.1273.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SIBOLGA,POSO,Sumatera Utara,KOTA SIBOLGA,"Jl. Dr. Ferdinand Lumban Tobing No.20, Huta Tonga Tonga, Kec. Sibolga Utara, Kota Sibolga, Sumatera Utara 22512",1.744238,98.779572,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1559,01.POSO.00.1207.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 LUBUK PAKAM,POSO,Sumatera Utara,KAB. DELI SERDANG,"Jl. Medan - Tebing Tinggi, Perbarakan, Kec. Pagar Merbau, Kabupaten Deli Serdang, Sumatera Utara 20551",3.54696,98.864681,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1560,01.POSO.00.1218.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SEI RAMPAH,POSO,Sumatera Utara,KAB. SERDANG BEDAGAI,"Jl. Medan - Tebing Tinggi No.300, Firdaus, Kec. Sei Rampah, Kabupaten Serdang Bedagai, Sumatera Utara 20995",3.490178,99.127703,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1561,01.POSO.00.1271.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP LABUHAN,POSO,Sumatera Utara,KOTA MEDAN,"Jl. KL. Yos Sudarso, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",3.666222,98.666607,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1562,01.POSO.00.1271.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MEDAN TIMUR,POSO,Sumatera Utara,KOTA MEDAN,"Jl. Durung, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222",3.609427,98.701522,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1563,01.POSO.00.1271.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MEDAN TIMUR,POSO,Sumatera Utara,KOTA MEDAN,"Jl. Durung, Sidorejo Hilir, Kec. Medan Tembung, Kota Medan, Sumatera Utara 20222",3.609427,98.701522,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1564,01.POSO.00.1205.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP STABAT,POSO,Sumatera Utara,KAB. LANGKAT,"Jl. Proklamasi, Kwala Bingai, Kec. Stabat, Kabupaten Langkat, Sumatera Utara 20811",3.742085,98.443494,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1565,01.POSO.00.1271.010,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU THE TRADERS MEDAN,POSO,Sumatera Utara,KOTA MEDAN,"Jl. Kapten Patimura No.423, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153",3.574755,98.665251,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1566,01.POSO.00.1207.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,DIRLANTAS Satuan PJR POLDA SUMATERA UTARA,POSO,Sumatera Utara,KAB. DELI SERDANG,"Jalan Medan, KM 1, Limau Manis, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362",3.523467,98.777869,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1567,01.POSO.00.1209.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KISARAN,POSO,Sumatera Utara,KAB. ASAHAN,"Jl. Listrik No.1, Tegal Sari, Kec. Kota Kisaran Barat, Kabupaten Asahan, Sumatera Utara 21211",2.982251,99.624776,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1568,01.POSO.00.1272.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PEMATANGSIANTAR,POSO,Sumatera Utara,KOTA PEMATANG SIANTAR,"Jl. Kapten M.H. Sitorus No.1, Proklamasi, Kec. Siantar Bar., Kota Pematang Siantar, Sumatera Utara 21117",2.957377,99.058513,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1569,01.POSO.00.1206.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU HOTEL SIBAYAK BERASTAGI,POSO,Sumatera Utara,KAB. KARO,"Jl. Merdeka, Gundaling I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22156",3.200763,98.505172,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1570,01.POSO.00.1206.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KABANJAHE,POSO,Sumatera Utara,KAB. KARO,"Jl. Veteran, Sumber Mufakat, Kec. Kabanjahe, Kabupaten Karo, Sumatera Utara 22152",3.123732,98.508383,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1571,01.POSO.00.1205.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PANGKALAN BRANDAN,POSO,Sumatera Utara,KAB. LANGKAT,"Brandan Tim. Baru, Kec. Babalan, Kabupaten Langkat, Sumatera Utara 20881",4.018915,98.287211,9/9/2024 17:42,9/27/2024 10:18,Ya,,,
1572,01.POSO.00.1208.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU HOTEL NIAGARA PARAPAT,POSO,Sumatera Utara,KAB. SIMALUNGUN,"Jl. Pembangunan No.1, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",2.661483,98.943552,9/9/2024 17:42,9/27/2024 10:18,Tidak,,,
1573,01.POSO.00.1271.011,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU BANK SUMUT IMAM BONJOL,POSO,Sumatera Utara,KOTA MEDAN,"Jl. Imam Bonjol No.18, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20212",3.58255,98.675516,9/9/2024 17:42,9/27/2024 10:18,Tidak,,,
1574,01.POSO.00.1902.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TANJUNGPANDAN,POSO,Kepulauan Bangka Belitung,KAB. BELITUNG,"Jl.Sekolah, Kecamatan Tanjungpandan, Kab Belitung Kepulauan Bangka Belitung 33512",-2.74244,107.636737,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1575,01.POSO.00.1906.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MANGGAR,POSO,Kepulauan Bangka Belitung,KAB. BELITUNG TIMUR,"Jalan Jendral Sudirman No.1,Kurnia Jaya, Manggar, Kabupaten Belitung Timur, Kepulauan Bangka Belitung 33512",-2.865312,108.279215,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1576,01.POSO.00.1905.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MENTOK,POSO,Kepulauan Bangka Belitung,KAB. BANGKA BARAT,"JL. Jenderan Basuki Rachmat, Air Belo, Mentok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung 33351",-2.0602224,105.1669046,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1577,01.POSO.00.1901.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SUNGAILIAT,POSO,Kepulauan Bangka Belitung,KAB. BANGKA,Jl.Jend A Yani jalur 2 Sungailiat Kab Bangka,-1.897232,106.106477,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1578,01.POSO.00.1904.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KOBA,POSO,Kepulauan Bangka Belitung,KAB. BANGKA TENGAH,"Jl. Listrik No. 001 Koba, Kabupaten Bangka Tengah, Kepulauan Bangka Belitung",-2.499986,106.399193,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1579,01.POSO.00.1901.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,PLN Kantor Jaga Belinyu,POSO,Kepulauan Bangka Belitung,KAB. BANGKA,"Kuto Panji, Kec Belinyu (Kantor Jaga Belinyu) Kabupaten Bangka, Kepulauan Bangka Belitung",-1.647036,105.794107,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1580,01.POSO.00.1905.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN Kantor Jaga Kelapa,POSO,Kepulauan Bangka Belitung,KAB. BANGKA BARAT,"Jl. Raya Kayu Arang, Kec. Kelapa Kab. Bangka Barat",-1.877537,105.674806,9/9/2024 17:54,9/24/2024 11:29,Ya,,,
1581,01.POSO.00.5271.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DINAS PERHUBUNGAN PROVINSI NTB,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jl Langko No 49, Dasan Agung Baru Kec. Selaparang, Kota Mataram",-8.5799215,116.0934758,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1582,01.POSO.00.5271.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU MVP GRAND NATURA,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jl Terusan Bung Hatta No 107 Monjok Kec. Selaparang kota Mataram, NTB",-8.5681923,116.117524,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1583,01.POSO.00.5271.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SANTIKA MATARAM,POSO,Nusa Tenggara Barat,KOTA MATARAM,Jl Pejanggik No 32 Mataram Barat Kec. Selaparang Kota Mataram NTB,-8.582614,116.1069994,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1584,01.POSO.00.5271.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SMK 3 MATARAM,POSO,Nusa Tenggara Barat,KOTA MATARAM,"Jalan Pendidikan No 47 Dasang Agung Baru, Kec Selaparang Kota Mataram",-8.580781,116.089627,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1585,01.POSO.00.5271.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU LOMBOK EPICENTRUM MALL,POSO,Nusa Tenggara Barat,KOTA MATARAM,Jl Sriwijaya No 333 Punia Kec. Mataram Kota Mataram NTB,-8.5945591,116.1051464,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
1586,01.POSO.00.5271.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU LOMBOK EPICENTRUM MALL,POSO,Nusa Tenggara Barat,KOTA MATARAM,Jl Sriwijaya No 333 Punia Kec. Mataram Kota Mataram NTB,-8.5945591,116.1051464,9/9/2024 18:06,9/24/2024 11:29,Ya,,,
