Nomor,Nomor Identitias,Badan Usaha,Nama Stasiun,Skema SPKLU,Provinsi,Kabupaten / Kota,Alamat,Latitude,Longitude,Tanggal Pengajuan,Tanggal Verifikasi,Status Terintegrasi,Total Transaksi,Total Konsumsi Listrik,Total Pendapatan
1868,01.POSO.00.6474.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN MASJID TERAPUNG SELAMBAI,POSO,Kalimantan Timur,KOTA BONTANG,"Kampung Selambai, Lok Tuan, Kec. Bontang Utara, Kota Bontang, Kalimantan Timur 75321",0.164542,117.486136,1/15/2025 16:18,1/31/2025 14:36,Ya,,,
1869,,SUMBER DAYA ALAMINDO,PappaJack PIK Elang Laut,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Ruko Elang Laut PIK, Jl. Pantai Indah Selatan No.D3, RT.3/RW.3, Kamal Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470",-6.1234922,106.7398978,,,Tidak,,,
1870,,SUMBER DAYA ALAMINDO,Telkom Landmark Tower 47 kW DC Charger 1,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Gatot Subroto No.Kav 52, RT.6/RW.1, Kuningan Barat, Kec. Mampang Prapatan, Kota Jakarta Selatan, Jakarta 12710",-6.2302976,"1,068,183,137",2/3/2025 15:14,,Ya,,,
1871,,SUMBER DAYA ALAMINDO,Lippo Mall Kemang 47 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Pangeran Antasari No.36, RT.11/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",-6.2612579,"10,681,286",,,Tidak,,,
1872,,SUMBER DAYA ALAMINDO,Lippo Mall Kemang 22 kW AC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Pangeran Antasari No.36, RT.11/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",-6.2612579,"10,681,286",,,Tidak,,,
1873,,SUMBER DAYA ALAMINDO,Pluit Village 47 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"JI. Pluit lndah No. 12, RT.6/RW.4, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",-6.1164462,"1,067,896,199",,,Tidak,,,
1874,,SUMBER DAYA ALAMINDO,Pluit Village 22 kW AC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"JI. Pluit lndah No. 12, RT.6/RW.4, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",-6.1164462,"1,067,896,199",,,Tidak,,,
1875,,SUMBER DAYA ALAMINDO,Senayan Park 50 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",-6.2122975,"1,068,053,066",,,Tidak,,,
1876,,SUMBER DAYA ALAMINDO,Senayan Park 7 kW AC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",-6.2122975,"1,068,053,066",,,Tidak,,,
1877,,SUMBER DAYA ALAMINDO,Plaza Indonesia 240 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. MH Thamrin No. Kav. 28-30 Lt. 41, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Jakarta 10350",-6.1935977,"1,068,219,468",,,Tidak,,,
1878,,SUMBER DAYA ALAMINDO,Sun Plaza 47 kW DC Charger,ROSO,Sumatera Utara,KOTA MEDAN,"JI. KH. Zalnul Arifin No.7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152","35,834,943","986,717,849",2/3/2025 15:05,,Ya,,,
1879,06.ROSO.00.3174.113,SUMBER DAYA ALAMINDO,Plaza Blok M 22 kW AC Charger 2,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Bulungan No.76, RT.6/RW.6, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",-6.2441189,"1,067,976,404",1/31/2025 15:16,2/4/2025 9:44,Ya,,,
1880,06.ROSO.00.3174.114,SUMBER DAYA ALAMINDO,SCBD 7 kW AC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Tulodong Atas 2, Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Jakarta 12190",-6.2287818,"1,068,105,416",1/31/2025 15:19,2/4/2025 9:44,Ya,,,
1881,06.ROSO.00.3603.062,SUMBER DAYA ALAMINDO,Citywalk Elvee 47 kW DC Charger,ROSO,Banten,KAB. TANGERANG,"JI. Jend. Sudirman, Bencongan, Kec. Kelapa Dua, Kabupaten Tangerang, Banten 15810",-6.2259863,"1,066,019,149",1/31/2025 15:31,2/4/2025 9:45,Ya,,,
1882,06.ROSO.00.3174.116,SUMBER DAYA ALAMINDO,Gandaria City 47 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Sultan Iskandar Muda, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240",-6.2441792,"106,783,529",1/31/2025 15:32,2/4/2025 9:46,Ya,,,
1883,,SUMBER DAYA ALAMINDO,Rumah Sakit Gading Pluit 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Boulevard Timur, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",-6.165952,106.9158648,2/3/2025 15:52,,Ya,,,
1884,,SUMBER DAYA ALAMINDO,Jakarta Design Center 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. Gatot Subroto No.53, RT.10/RW.6, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260",-6.201488375,106.8008247,2/4/2025 11:18,,Tidak,,,
1885,06.ROSO.00.3174.123,SUMBER DAYA ALAMINDO,The Harvest Senopati 22 kW,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Senopati No.47, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",6.231242814,106.8100581,2/3/2025 11:05,,Ya,,,
1886,01.POSO.00.3509.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 JEMBER,POSO,Jawa Timur,KAB. JEMBER,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",-8.178881,113.67763,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1887,01.POSO.00.3509.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 JEMBER,POSO,Jawa Timur,KAB. JEMBER,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",-8.178881,113.67763,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1888,01.POSO.00.3509.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 JEMBER,POSO,Jawa Timur,KAB. JEMBER,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",-8.178881,113.67763,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1889,01.POSO.00.3577.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 MADIUN,POSO,Jawa Timur,KOTA MADIUN,Jl. MT Haryono No 30 Madiun,-7.63451,111.532761,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1890,01.POSO.00.3573.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KEBONAGUNG,POSO,Jawa Timur,KOTA MALANG,"Jl. Satsui Tubun No.28, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149",-8.0220176,112.6256367,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1891,01.POSO.00.3579.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BATU,POSO,Jawa Timur,KOTA BATU,"Jl. Trunojoyo, Songgokerto, Kec. Batu, Kota Batu, Jawa Timur 65312",-7.865926,112.509339,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1892,01.POSO.00.3507.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SINGOSARI,POSO,Jawa Timur,KAB. MALANG,"Jl. Kertanegara, Candirenggo, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153",-7.88961,112.66677,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1893,01.POSO.00.3574.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PROBOLINGGO,POSO,Jawa Timur,KOTA PROBOLINGGO,"Jl. Dr.Sutomo No.60, Tisnonegaran, Kec. Kanigaran, Kota Probolinggo",-7.74992,113.217325,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1894,01.POSO.00.3515.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SIDOARJO,POSO,Jawa Timur,KAB. SIDOARJO,"Jl. Ahmad Yani No.47-49 Sidoarjo, Jawa Timur",-7.449884,112.718429,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1895,01.POSO.00.3516.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 MOJOKERTO,POSO,Jawa Timur,KAB. MOJOKERTO,"Jl. R.A Basuni No.67, Mojokerto, Jawa Timur 61361",-7.49419,112.425088,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1896,01.POSO.00.3525.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 725 A Tol Mojokerto-Surabaya,POSO,Jawa Timur,KAB. GRESIK,"Jl. Tol Surabaya - Mojokerto No.Utara, Utara, Pasinan Lemahputih, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176",-7.378199,112.544686,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
1897,,SUMBER DAYA ALAMINDO,The East 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jalan Doktor Ide Anak Agung Gde Agung, Jl. Kuningan Barat Raya No.1, RT.5/RW.2, Kuningan, Kuningan Bar., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-6.2289538,106.8246217,1/29/2025 16:30,,Ya,,,
1898,,SUMBER DAYA ALAMINDO,Telkom Landmark Tower 47 kW DC Charger 2,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Gatot Subroto No.Kav 52, RT.6/RW.1, Kuningan Barat, Kec. Mampang Prapatan, Kota Jakarta Selatan, Jakarta 12710",-6.2302976,"1,068,183,137",2/3/2025 15:14,,Ya,,,
1899,,SUMBER DAYA ALAMINDO,Sun Plaza 22 kW AC Charger,ROSO,Sumatera Utara,KOTA MEDAN,"JI. KH. Zalnul Arifin No.7, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152","35,834,943","986,717,849",2/3/2025 15:05,,Ya,,,
1900,06.ROSO.00.3603.063,SUMBER DAYA ALAMINDO,Citywalk Elvee 22 kW AC Charger,ROSO,Banten,KAB. TANGERANG,"JI. Jend. Sudirman, Bencongan, Kec. Kelapa Dua, Kabupaten Tangerang, Banten 15810",-6.2259863,"1,066,019,149",1/31/2025 15:31,2/4/2025 9:45,Ya,,,
1901,06.ROSO.00.3174.117,SUMBER DAYA ALAMINDO,Gandaria City 22 kW AC Charger 1,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Sultan Iskandar Muda, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240",-6.2441792,"106,783,529",1/31/2025 15:32,2/4/2025 9:46,Ya,,,
1902,06.ROSO.00.3603.064,SUMBER DAYA ALAMINDO,MaxxBoxx Lippo Village 47 kW DC Charger,ROSO,Banten,KAB. TANGERANG,"Lippo Village 1200, Jl. Jend. Sudirman No.1110, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",-6.1872874,"1,066,065,653",1/31/2025 15:35,2/4/2025 9:47,Ya,,,
1903,,SUMBER DAYA ALAMINDO,Rumah Sakit Gading Pluit 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Boulevard Timur, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",-6.165952,106.9158648,2/3/2025 15:52,,Ya,,,
1904,,SUMBER DAYA ALAMINDO,Jakarta Design Center 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. Gatot Subroto No.53, RT.10/RW.6, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260",-6.201488375,106.8008247,2/4/2025 11:18,,Tidak,,,
1905,06.ROSO.00.3172.036,SUMBER DAYA ALAMINDO,CBD Pluit 7 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Pluit Selatan Raya, RT.23/RW.8, Penjaringan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta.",6.127097601,106.7892195,2/3/2025 11:26,,Ya,,,
1906,06.ROSO.00.3172.037,SUMBER DAYA ALAMINDO,CBD Pluit 7 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Pluit Selatan Raya, RT.23/RW.8, Penjaringan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta.",6.127097601,106.7892195,2/3/2025 11:26,,Ya,,,
1907,06.ROSO.00.3172.039,SUMBER DAYA ALAMINDO,CBD Pluit 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Pluit Selatan Raya, RT.23/RW.8, Penjaringan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta.",6.127097601,106.7892195,2/3/2025 11:26,,Ya,,,
1908,06.ROSO.00.3172.040,SUMBER DAYA ALAMINDO,CBD Pluit 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Pluit Selatan Raya, RT.23/RW.8, Penjaringan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta.",6.127097601,106.7892195,2/3/2025 11:26,,Ya,,,
1909,,SUMBER DAYA ALAMINDO,Setiabudi Residence 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Setiabudi Selatan Raya No.1 6, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",-6.2166864,106.8291879,2/4/2025 15:40,,Ya,,,
1910,,SUMBER DAYA ALAMINDO,The East 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jalan Doktor Ide Anak Agung Gde Agung, Jl. Kuningan Barat Raya No.1, RT.5/RW.2, Kuningan, Kuningan Bar., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-6.2289538,106.8246217,1/29/2025 16:30,,Ya,,,
1911,06.ROSO.00.3174.115,SUMBER DAYA ALAMINDO,SCBD 50 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Tulodong Atas 2, Senayan, Kec. Kebayoran Baru, Kota Jakarta Selatan, Jakarta",-6.2287818,"1,068,105,416",1/31/2025 15:19,2/4/2025 9:44,Ya,,,
1912,06.ROSO.00.3174.118,SUMBER DAYA ALAMINDO,Gandaria City 22 kW AC Charger 2,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Sultan Iskandar Muda, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240",-6.2441792,"106,783,529",1/31/2025 15:32,2/4/2025 9:46,Ya,,,
1913,06.ROSO.00.3603.065,SUMBER DAYA ALAMINDO,MaxxBoxx Lippo Village 22 kW AC Charger,ROSO,Banten,KAB. TANGERANG,"Lippo Village 1200, Jl. Jend. Sudirman No.1110, Bencongan, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",-6.1872874,"1,066,065,653",1/31/2025 15:35,2/4/2025 9:47,Ya,,,
1914,,SUMBER DAYA ALAMINDO,Four Points by Sheraton Bandung,ROSO,Jawa Barat,KOTA BANDUNG,"Jl. Ir. H. Juanda No.46, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",-6.9013978,107.6124583,2/3/2025 15:57,,Ya,,,
1915,,SUMBER DAYA ALAMINDO,Jakarta Design Center 7 kW,ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. Gatot Subroto No.53, RT.10/RW.6, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260",-6.201488375,106.8008247,2/4/2025 11:18,,Tidak,,,
1916,06.ROSO.00.3674.036,SUMBER DAYA ALAMINDO,Living World Alamsutera,ROSO,Banten,KOTA TANGERANG SELATAN,"Jl. Alam Sutera Boulevard No.Kav. 21, Pakulonan, Kec. Serpong Utara",-6.244204604,106.6531128,2/3/2025 11:28,,Ya,,,
1917,,SUMBER DAYA ALAMINDO,Setiabudi Residence 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Setiabudi Selatan Raya No.1 6, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",-6.2166864,106.8291879,2/4/2025 15:40,,Ya,,,
1918,,SUMBER DAYA ALAMINDO,Grand Zuri BSD City 22 kW (1),ROSO,Banten,KOTA TANGERANG SELATAN,"Kavling Ocean Walk Blok CBD, Lot. 6 BSD City, Jl. Pahlawan Seribu, Lengkong Gudang, Kec. Serpong, Kota Tangerang Selatan, Banten 15322",-6.2930838,106.6670359,2/4/2025 16:08,,Ya,,,
1919,,SUMBER DAYA ALAMINDO,Grand Zuri BSD City 22 kW (2),ROSO,Banten,KOTA TANGERANG SELATAN,"Kavling Ocean Walk Blok CBD, Lot. 6 BSD City, Jl. Pahlawan Seribu, Lengkong Gudang, Kec. Serpong, Kota Tangerang Selatan, Banten 15322",-6.2930838,106.6670359,2/4/2025 16:08,,Ya,,,
1920,,SUMBER DAYA ALAMINDO,Park Royale T3 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"4, Jl. Bendungan Asahan I No.98, RT.4/RW.2, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",-6.212727684,106.8096557,2/4/2025 16:24,,Ya,,,
1921,,SUMBER DAYA ALAMINDO,Puri Indah Auto Center 22 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Jl. Puri Lkr. Luar, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1907963,106.7362973,2/7/2025 11:05,,Ya,,,
1922,,SUMBER DAYA ALAMINDO,Puri Indah Auto Center 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Jl. Puri Lkr. Luar, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1909276,106.7363412,2/7/2025 11:05,,Ya,,,
1923,,SUMBER DAYA ALAMINDO,Lippo Mall Puri 22 kW AC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Jl. Puri Indah Raya Blok U 1, RT.3/RW.2, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1872874,"1,067,391,347",,,Tidak,,,
1924,06.ROSO.00.3174.119,SUMBER DAYA ALAMINDO,Starbucks Adhyaksa 47 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl Adhyaksa 9 No 15, Kec. Cilandak, Kota Jakarta Selatan, DKI Jakarta",-6.2975835,"1,067,767,645",1/31/2025 15:33,2/4/2025 9:46,Ya,,,
1925,06.ROSO.00.5103.048,SUMBER DAYA ALAMINDO,Discovery Mall Bali 7 kW,ROSO,Bali,KAB. BADUNG,"Jl. Kartika Plaza, Kuta, Kec. Kuta",8.728716893,115.1684199,2/3/2025 11:30,,Ya,,,
1926,06.ROSO.00.5103.049,SUMBER DAYA ALAMINDO,Discovery Mall Bali 22 kW,ROSO,Bali,KAB. BADUNG,"Jl. Kartika Plaza, Kuta, Kec. Kuta",8.728716893,115.1684199,2/3/2025 11:30,,Ya,,,
1927,,SUMBER DAYA ALAMINDO,Park Royale T3 22 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"4, Jl. Bendungan Asahan I No.98, RT.4/RW.2, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",-6.212727684,106.8096557,2/4/2025 16:24,,Ya,,,
1928,06.ROSO.00.3174.120,SUMBER DAYA ALAMINDO,Kota Kasablanka 47 kW DC Charger,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Raya Casablanca No.88, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",-6.2240353,"1,068,425,979",1/31/2025 15:34,2/4/2025 9:46,Ya,,,
1929,06.ROSO.00.3172.041,SUMBER DAYA ALAMINDO,Black Owl Kelapa Gading 7 kW (1),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Bulevard Artha Gading No.18, Klp. Gading Bar., Jakarta, Jkt Utara, Daerah Khusus Ibukota Jakarta",6.145058354,106.8946393,2/3/2025 11:30,,Ya,,,
1930,06.ROSO.00.3172.042,SUMBER DAYA ALAMINDO,Black Owl Kelapa Gading 7 kW (2),ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"Jl. Bulevard Artha Gading No.18, Klp. Gading Bar., Jakarta, Jkt Utara, Daerah Khusus Ibukota Jakarta",6.145058354,106.8946393,2/3/2025 11:30,,Ya,,,
1931,01.POSO.00.3671.026,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Tangcity,POSO,Banten,KOTA TANGERANG,"Jl. Jenderal Sudirman No.1, Cikokol",-6.1937495,106.6335506,1/15/2025 16:41,1/31/2025 14:38,Ya,,,
1932,01.POSO.00.3671.027,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Apartemen Aeropolis,POSO,Banten,KOTA TANGERANG,"Jl. Aeropolis, RT.001/RW.004, Banten, Kec. Neglasari, Kota Tangerang, Banten 15129",-6.144116,106.631498,1/15/2025 16:41,1/31/2025 14:38,Ya,,,
1933,01.POSO.00.3603.037,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 CIKUPA,POSO,Banten,KAB. TANGERANG,"Jl. Raya Serang , KM 17,2 Cikupa, Kabupaten Tangerang, Banten 15710",-6.223954,106.503629,1/15/2025 16:41,1/31/2025 14:38,Ya,,,
1934,01.POSO.00.3673.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 BANTEN UTARA,POSO,Banten,KOTA SERANG,"Jl. P. Diponegoro No. 2 Serang, Banten",-6.11571,106.15285,1/15/2025 16:41,1/31/2025 14:38,Ya,,,
1935,06.ROSO.00.3174.121,SUMBER DAYA ALAMINDO,Kota Kasablanka 22 kW AC Charger 1,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Raya Casablanca No.88, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",-6.2240353,"1,068,425,979",1/31/2025 15:34,2/4/2025 9:46,Ya,,,
1936,06.ROSO.00.3672.006,SUMBER DAYA ALAMINDO,Swiss-Belexpress Cilegon 22 kW,ROSO,Banten,KOTA CILEGON,"Jl. SA. Tirtayasa, RT.02/RW.09, Masigit, Kec. Jombang, Kota Cilegon, Banten",6.014756117,106.0472508,2/3/2025 11:33,,Ya,,,
1937,06.ROSO.00.3174.122,SUMBER DAYA ALAMINDO,Kota Kasablanka 22 kW AC Charger 2,ROSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. Raya Casablanca No.88, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",-6.2240353,"1,068,425,979",1/31/2025 15:34,2/4/2025 9:46,Ya,,,
1938,06.ROSO.00.3171.072,SUMBER DAYA ALAMINDO,Yuan Garden Hotel 22 kW,ROSO,DKI Jakarta,KOTA ADM. JAKARTA PUSAT,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",6.163035453,106.8322922,2/3/2025 11:33,,Ya,,,
1939,01.POSO.00.3203.012,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU CIANJUR ASRI,POSO,Jawa Barat,KAB. CIANJUR,"Jln. Jamika No. 41-42 Blok M, Sirna Galih, Cilaku, Cianjur, Jawa Barat",-6.848277,107.127251,1/15/2025 16:53,1/31/2025 14:39,Ya,,,
1940,01.POSO.00.3204.012,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU CIARO NAGREG,POSO,Jawa Barat,KAB. BANDUNG,"SPBU Ciaro Nagreg. Jl. Raya Nagreg - Limbangan, Desa Ciaro, Kecamatan Nagreg, Kabupaten Bandung, Jawa Barat",-7.035922,107.92704,1/15/2025 16:53,1/31/2025 14:39,Ya,,,
1941,06.ROSO.00.3172.043,SUMBER DAYA ALAMINDO,The Mansion Jasmine Depan Daily FoodHall 7 kW,ROSO,DKI Jakarta,KOTA ADM. JAKARTA UTARA,"The Mansion Jasmine Access Road No.Blok D, Pademangan Tim., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta",6.147731751,106.8527796,2/3/2025 11:33,,Ya,,,
